0.219789, 0.220026, 0,0.180036, 0.180041, 0,0.175578, 0.175639, 0,0.179199, 0.179212, 0,0.486754, 0.486875, 0,0.410422, 0.410422, 0,
0.218520, 0.218633, 0,0.179780, 0.179749, 0,0.872998, 0.873341, 0,0.178437, 0.178528, 0,3.147152, 3.148502, 0,0.409328, 0.409581, 0,
0.219502, 0.219718, 0,0.180125, 0.180206, 0,1.751526, 1.752666, 0,0.179186, 0.179141, 0,6.494625, 6.496967, 0,0.410531, 0.410665, 0,
0.219256, 0.219608, 0,0.179888, 0.180043, 0,2.624579, 2.626351, 0,0.178742, 0.178725, 0,9.788929, 9.793849, 0,0.408181, 0.408388, 0,
0.219846, 0.220124, 0,0.180214, 0.180242, 0,3.492512, 3.494465, 0,0.179280, 0.179238, 0,13.121899, 13.128862, 0,0.408716, 0.408963, 0,
0.220356, 0.220660, 0,0.180772, 0.180861, 0,4.367675, 4.370143, 0,0.180037, 0.180107, 0,16.468651, 16.476798, 0,0.409067, 0.409273, 0,
0.221118, 0.221488, 0,0.181397, 0.181635, 0,5.248204, 5.251144, 0,0.180696, 0.180747, 0,19.815378, 19.824625, 0,0.409709, 0.409872, 0,
0.221490, 0.221832, 0,0.181039, 0.181304, 0,6.114829, 6.119007, 0,0.180412, 0.180507, 0,23.084213, 23.096471, 0,0.408378, 0.408507, 0,
0.222006, 0.222461, 0,0.182198, 0.182438, 0,6.997895, 7.002083, 0,0.181279, 0.181259, 0,26.484671, 26.496739, 0,0.409855, 0.410052, 0,
0.222946, 0.223461, 0,0.181620, 0.181861, 0,7.852045, 7.857460, 0,0.180770, 0.180846, 0,29.737408, 29.752766, 0,0.408809, 0.409008, 0,
0.223294, 0.223923, 0,0.182770, 0.183027, 0,8.757648, 8.762908, 0,0.181718, 0.181672, 0,33.157020, 33.172323, 0,0.410007, 0.410168, 0,
0.222872, 0.223339, 0,0.182309, 0.182522, 0,9.597404, 9.603161, 0,0.181167, 0.181193, 0,36.377723, 36.393909, 0,0.408530, 0.408615, 0,
0.224391, 0.225146, 0,0.183113, 0.183366, 0,10.504806, 10.511417, 0,0.181704, 0.181750, 0,39.813096, 39.831153, 0,0.409863, 0.410010, 0,
0.224424, 0.225125, 0,0.182651, 0.183088, 0,11.349377, 11.357381, 0,0.180942, 0.180944, 0,43.029434, 43.051448, 0,0.408433, 0.408643, 0,
0.225016, 0.225622, 0,0.183611, 0.183979, 0,12.245822, 12.252812, 0,0.181743, 0.181749, 0,46.490895, 46.510962, 0,0.410028, 0.410142, 0,
0.225196, 0.225816, 0,0.183425, 0.183746, 0,13.082488, 13.090585, 0,0.181074, 0.181090, 0,49.658938, 49.681304, 0,0.408619, 0.408725, 0,
0.225499, 0.226104, 0,0.183853, 0.184377, 0,13.994661, 14.002831, 0,0.181783, 0.181800, 0,53.151858, 53.175523, 0,0.410031, 0.410164, 0,
0.225930, 0.226737, 0,0.183489, 0.183929, 0,14.822185, 14.831783, 0,0.181140, 0.181219, 0,56.316508, 56.344823, 0,0.408958, 0.409062, 0,
0.226495, 0.227245, 0,0.183926, 0.184409, 0,15.713061, 15.722913, 0,0.181424, 0.181459, 0,59.711068, 59.740262, 0,0.409524, 0.409673, 0,
0.226346, 0.227264, 0,0.183731, 0.184048, 0,16.575114, 16.585631, 0,0.181425, 0.181449, 0,62.993761, 63.025408, 0,0.408902, 0.408991, 0,
0.226340, 0.226853, 0,0.184032, 0.184692, 0,17.452139, 17.463598, 0,0.181359, 0.181544, 0,66.292334, 66.326680, 0,0.408796, 0.409012, 0,
0.227436, 0.228098, 0,0.184169, 0.184898, 0,18.325758, 18.338148, 0,0.181541, 0.181604, 0,69.629469, 69.663732, 0,0.408893, 0.409083, 0,
0.227748, 0.228672, 0,0.184491, 0.185104, 0,19.228456, 19.240219, 0,0.181549, 0.181601, 0,73.076093, 73.109870, 0,0.409435, 0.409511, 0,
0.227941, 0.228899, 0,0.183946, 0.184451, 0,20.081615, 20.093574, 0,0.181622, 0.181711, 0,76.339426, 76.376825, 0,0.409638, 0.409772, 0,
0.227210, 0.228163, 0,0.183688, 0.184313, 0,20.918607, 20.930334, 0,0.181474, 0.181515, 0,79.564212, 79.599060, 0,0.408671, 0.408783, 0,
